,Unnamed: 0,city,city_development_Index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
14020,14020,city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,15,,Other,3,83,1
14021,14021,city_116,0.743,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,Other,3,54,0
14022,14022,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5.0,Pvt Ltd,1,52,0
14023,14023,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,8.0,Pvt Ltd,>4,52,0
14024,14024,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,2.0,Funded Startup,1,47,0
14025,14025,city_114,0.926,Other,Has relevent experience,Full time course,Graduate,STEM,18,6.0,Pvt Ltd,3,34,1
14026,14026,city_136,0.897,Other,No relevent experience,no_enrollment,Masters,STEM,3,4.0,Public Sector,>4,96,0
14027,14027,city_21,0.624,Other,No relevent experience,Full time course,Graduate,STEM,2,,Other,1,4,0
14028,14028,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,11,2.0,Early Stage Startup,2,26,0
14029,14029,city_73,0.754,Other,Has relevent experience,no_enrollment,Graduate,Business Degree,11,,Other,4,30,1
14030,14030,city_100,0.887,Other,No relevent experience,Full time course,Graduate,STEM,3,,Other,1,35,1
14031,14031,city_100,0.887,Other,No relevent experience,Full time course,Graduate,STEM,8,,Other,never,106,0
14032,14032,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,15,8.0,Pvt Ltd,2,16,1
14033,14033,city_67,0.855,Male,No relevent experience,no_enrollment,UH,,3,,Other,never,46,0
14034,14034,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,5,6.0,Other,1,55,0
14035,14035,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,7.0,Pvt Ltd,1,71,0
14036,14036,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,5.0,Pvt Ltd,>4,34,0
14037,14037,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Arts,11,,Other,never,84,0
14038,14038,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,3.0,Pvt Ltd,2,6,0
14039,14039,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1.0,Other,1,129,0
14040,14040,city_103,0.92,Other,Has relevent experience,no_enrollment,Masters,Other,30,,Other,>4,90,1
14041,14041,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,30,,Other,1,232,0
14042,14042,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,2.0,Pvt Ltd,2,26,0
14043,14043,city_21,0.624,Other,Has relevent experience,no_enrollment,Masters,STEM,12,5.0,Pvt Ltd,3,110,1
14044,14044,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1.0,Pvt Ltd,>4,9,0
14045,14045,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,,Other,never,90,1
14046,14046,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,5.0,Pvt Ltd,2,45,0
14047,14047,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,,Other,>4,24,0
14048,14048,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,3.0,Funded Startup,1,256,0
14049,14049,city_114,0.926,Male,Has relevent experience,Part time course,UH,,5,5.0,Pvt Ltd,1,20,0
14050,14050,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,Other,1,18,1
14051,14051,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,14,8.0,Pvt Ltd,1,11,0
14052,14052,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,14,4.0,Pvt Ltd,>4,45,1
14053,14053,city_102,0.804,Male,Has relevent experience,no_enrollment,Phd,STEM,19,,Other,never,11,0
14054,14054,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,6.0,Pvt Ltd,1,11,0
14055,14055,city_23,0.899,Male,Has relevent experience,no_enrollment,UH,,8,3.0,Public Sector,1,34,0
14056,14056,city_21,0.624,Other,No relevent experience,Full time course,Masters,STEM,5,,Other,1,90,0
14057,14057,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,9,7.0,Public Sector,1,96,0
14058,14058,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,30,3.0,Other,>4,54,0
14059,14059,city_103,0.92,Other,No relevent experience,Full time course,Graduate,STEM,2,,Other,1,226,1
14060,14060,city_69,0.856,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,1,78,0
14061,14061,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,30,,Other,2,110,0
14062,14062,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,19,6.0,Pvt Ltd,>4,11,1
14063,14063,city_11,0.55,Other,Has relevent experience,no_enrollment,Graduate,STEM,4,2.0,Other,never,52,1
14064,14064,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,3.0,Pvt Ltd,1,24,0
14065,14065,city_103,0.92,Male,No relevent experience,Full time course,Masters,Humanities,8,3.0,Public Sector,3,174,0
14066,14066,city_99,0.915,Male,No relevent experience,no_enrollment,Graduate,STEM,30,2.0,Pvt Ltd,2,19,0
14067,14067,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,,Other,1,26,1
14068,14068,city_23,0.899,Female,Has relevent experience,no_enrollment,Graduate,STEM,17,1.0,Funded Startup,1,52,0
14069,14069,city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,4.0,Pvt Ltd,1,37,0
14070,14070,city_91,0.691,Male,Has relevent experience,Full time course,Graduate,STEM,4,,Other,never,32,1
14071,14071,city_16,0.91,Other,No relevent experience,Full time course,Graduate,STEM,4,,Other,0,56,0
14072,14072,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,Business Degree,19,8.0,Pvt Ltd,>4,174,1
14073,14073,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,3.0,NGO,1,98,0
14074,14074,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,5.0,Pvt Ltd,>4,6,0
14075,14075,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,3.0,Funded Startup,1,44,0
14076,14076,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,7.0,Pvt Ltd,1,11,0
14077,14077,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,,Other,3,5,1
14078,14078,city_21,0.624,Other,No relevent experience,no_enrollment,Masters,STEM,1,,Other,1,126,0
14079,14079,city_61,0.913,Male,Has relevent experience,Part time course,Graduate,STEM,14,,Pvt Ltd,1,39,0
14080,14080,city_21,0.624,Other,Has relevent experience,Full time course,Graduate,STEM,6,,Other,>4,41,0
14081,14081,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,3.0,Pvt Ltd,4,124,0
14082,14082,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,Other,1,26,1
14083,14083,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Humanities,12,8.0,Public Sector,1,140,0
14084,14084,city_21,0.624,Other,Has relevent experience,Part time course,Graduate,STEM,6,8.0,Pvt Ltd,4,17,0
14085,14085,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,2.0,Early Stage Startup,2,80,0
14086,14086,city_97,0.925,Male,No relevent experience,Full time course,UH,,7,,Other,1,16,0
14087,14087,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,3.0,Pvt Ltd,1,141,1
14088,14088,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,3.0,Pvt Ltd,>4,119,0
14089,14089,city_89,0.925,Other,Has relevent experience,no_enrollment,Graduate,STEM,6,4.0,Public Sector,never,80,0
14090,14090,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,8.0,Pvt Ltd,2,30,0
14091,14091,city_118,0.722,Male,Has relevent experience,Full time course,Graduate,STEM,5,3.0,Pvt Ltd,1,74,1
14092,14092,city_21,0.624,Male,No relevent experience,Full time course,UH,,5,,Other,1,222,1
14093,14093,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,3.0,Pvt Ltd,2,140,0
14094,14094,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,2,1.0,Early Stage Startup,2,54,0
14095,14095,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,10,4.0,Other,1,44,0
14096,14096,city_123,0.738,Male,Has relevent experience,Full time course,Graduate,STEM,10,8.0,Pvt Ltd,1,144,0
14097,14097,city_21,0.624,Other,No relevent experience,Full time course,Graduate,STEM,3,,Other,never,26,1
14098,14098,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,3.0,Pvt Ltd,2,84,0
14099,14099,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,17,8.0,Pvt Ltd,3,90,1
14100,14100,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,0,4.0,Pvt Ltd,1,75,1
14101,14101,city_128,0.527,Female,No relevent experience,Full time course,UH,,0,,Other,never,48,1
14102,14102,city_19,0.682,Male,No relevent experience,Full time course,UH,,5,,Other,never,29,0
14103,14103,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,3.0,Pvt Ltd,never,73,1
14104,14104,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,3.0,Funded Startup,1,14,0
14105,14105,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,4.0,Funded Startup,1,226,0
14106,14106,city_114,0.926,Male,Has relevent experience,Part time course,UH,,12,,Other,>4,114,1
14107,14107,city_103,0.92,Other,No relevent experience,no_enrollment,Graduate,Humanities,30,,Other,2,17,0
14108,14108,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,8.0,Pvt Ltd,2,26,0
14109,14109,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,8.0,Pvt Ltd,2,34,0
14110,14110,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,4.0,Pvt Ltd,4,37,0
14111,14111,city_21,0.624,Other,No relevent experience,no_enrollment,Graduate,STEM,3,8.0,Other,1,33,1
14112,14112,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,8.0,Pvt Ltd,never,15,0
14113,14113,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Humanities,19,3.0,Pvt Ltd,>4,13,0
14114,14114,city_10,0.895,Other,Has relevent experience,no_enrollment,Graduate,STEM,30,5.0,Pvt Ltd,>4,152,0
14115,14115,city_114,0.926,Other,Has relevent experience,no_enrollment,Masters,STEM,15,,Other,1,126,0
14116,14116,city_149,0.6890000000000001,Male,Has relevent experience,Part time course,Graduate,STEM,17,3.0,Pvt Ltd,1,50,0
14117,14117,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,4.0,Pvt Ltd,2,178,0
14118,14118,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,4.0,Pvt Ltd,2,17,1
14119,14119,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,4.0,Pvt Ltd,1,66,0
14120,14120,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,5.0,Pvt Ltd,>4,2,0
14121,14121,city_91,0.691,Male,Has relevent experience,Full time course,Graduate,STEM,3,1.0,Pvt Ltd,1,26,0
14122,14122,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1.0,Funded Startup,1,200,0
14123,14123,city_46,0.762,Male,No relevent experience,Part time course,Graduate,Business Degree,0,4.0,Pvt Ltd,1,74,1
14124,14124,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,2.0,Pvt Ltd,>4,84,0
14125,14125,city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,17,6.0,NGO,1,62,0
14126,14126,city_103,0.92,Other,Has relevent experience,no_enrollment,Masters,Humanities,9,8.0,Pvt Ltd,>4,192,0
14127,14127,city_41,0.8270000000000001,Male,No relevent experience,Part time course,Graduate,STEM,5,,Other,>4,47,1
14128,14128,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,2,47,1
14129,14129,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,7,7.0,Pvt Ltd,1,26,1
14130,14130,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Other,4,4.0,Funded Startup,2,127,0
14131,14131,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,8.0,Pvt Ltd,never,44,0
14132,14132,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,,Other,1,91,1
14133,14133,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,7,5.0,Public Sector,never,25,0
14134,14134,city_103,0.92,Other,No relevent experience,Part time course,Graduate,STEM,15,,Pvt Ltd,never,118,0
14135,14135,city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,1.0,Pvt Ltd,4,31,0
14136,14136,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,4.0,Pvt Ltd,3,75,0
14137,14137,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,3.0,Funded Startup,1,10,0
14138,14138,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,3.0,Funded Startup,1,80,0
14139,14139,city_46,0.762,Other,No relevent experience,Full time course,Graduate,STEM,3,,Other,never,264,0
14140,14140,city_144,0.84,Other,Has relevent experience,no_enrollment,Graduate,STEM,15,3.0,Pvt Ltd,3,15,0
14141,14141,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Humanities,1,,Other,1,42,1
14142,14142,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,8.0,Pvt Ltd,1,102,1
14143,14143,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5.0,Pvt Ltd,2,43,1
14144,14144,city_136,0.897,Other,No relevent experience,Full time course,Graduate,STEM,4,,Other,1,87,0
14145,14145,city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,15,4.0,Pvt Ltd,1,60,0
14146,14146,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,8.0,Pvt Ltd,4,20,0
14147,14147,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,6,,Other,>4,64,0
14148,14148,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,4.0,Pvt Ltd,2,106,0
14149,14149,city_134,0.698,Other,No relevent experience,no_enrollment,UH,,8,,Other,never,45,0
14150,14150,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,3.0,Pvt Ltd,3,51,0
14151,14151,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,30,3.0,Pvt Ltd,2,23,0
14152,14152,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1.0,Pvt Ltd,1,204,0
14153,14153,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,5.0,Pvt Ltd,>4,14,0
14154,14154,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,3.0,NGO,1,39,1
14155,14155,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,4,2.0,Public Sector,2,100,0
14156,14156,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,4,,Other,1,6,1
14157,14157,city_45,0.89,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,4.0,Pvt Ltd,1,82,0
14158,14158,city_65,0.802,Male,No relevent experience,Full time course,Graduate,STEM,8,,Other,1,36,1
14159,14159,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,9,3.0,Pvt Ltd,1,10,0
14160,14160,city_21,0.624,Other,No relevent experience,no_enrollment,UH,,8,,Other,never,44,0
14161,14161,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,10,,Other,>4,58,0
14162,14162,city_7,0.647,Male,Has relevent experience,no_enrollment,Masters,STEM,6,1.0,Pvt Ltd,1,15,0
14163,14163,city_46,0.762,Male,Has relevent experience,Full time course,Graduate,STEM,4,7.0,Pvt Ltd,1,62,0
14164,14164,city_21,0.624,Other,Has relevent experience,Full time course,Graduate,STEM,3,4.0,Pvt Ltd,0,102,1
14165,14165,city_14,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1.0,Pvt Ltd,2,16,0
14166,14166,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,11,,Other,1,48,1
14167,14167,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,Other,4,34,0
14168,14168,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,2.0,Funded Startup,1,180,0
14169,14169,city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1.0,Pvt Ltd,4,37,0
14170,14170,city_21,0.624,Other,Has relevent experience,Full time course,Masters,STEM,1,2.0,Pvt Ltd,1,22,1
14171,14171,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,Other,1,39,1
14172,14172,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,16,4.0,Pvt Ltd,2,72,0
14173,14173,city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,2.0,Funded Startup,1,134,1
14174,14174,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,7.0,Pvt Ltd,>4,31,1
14175,14175,city_75,0.939,Male,Has relevent experience,no_enrollment,UH,,30,3.0,Pvt Ltd,>4,57,0
14176,14176,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,1,78,1
14177,14177,city_114,0.926,Other,No relevent experience,no_enrollment,Graduate,Humanities,30,4.0,Pvt Ltd,2,50,0
14178,14178,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,0,2.0,Funded Startup,1,140,0
14179,14179,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,11,,Other,4,9,1
14180,14180,city_160,0.92,Male,No relevent experience,Full time course,UH,,5,8.0,Pvt Ltd,1,14,0
14181,14181,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,8.0,Pvt Ltd,2,23,0
14182,14182,city_71,0.884,Female,Has relevent experience,Part time course,UH,,10,4.0,Pvt Ltd,2,57,0
14183,14183,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,0,1.0,Other,1,58,1
14184,14184,city_103,0.92,Other,No relevent experience,Full time course,Graduate,Other,5,,Other,never,42,0
14185,14185,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,0,6.0,Pvt Ltd,1,7,0
14186,14186,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,16,8.0,Pvt Ltd,2,44,0
14187,14187,city_28,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,15,5.0,Pvt Ltd,>4,67,0
14188,14188,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,16,4.0,Pvt Ltd,>4,83,0
14189,14189,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,5,1.0,Other,1,20,1
14190,14190,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1.0,Pvt Ltd,>4,64,1
14191,14191,city_71,0.884,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,8.0,Pvt Ltd,1,312,0
14192,14192,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,6.0,Pvt Ltd,>4,192,0
14193,14193,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,4,2.0,Funded Startup,2,65,0
14194,14194,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,8.0,Other,1,96,0
14195,14195,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,30,4.0,Pvt Ltd,2,46,0
14196,14196,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,2,32,1
14197,14197,city_136,0.897,Other,No relevent experience,no_enrollment,Masters,STEM,15,3.0,Pvt Ltd,4,15,0
14198,14198,city_129,0.625,Other,No relevent experience,Full time course,UH,,2,,Other,never,42,0
14199,14199,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,4.0,Pvt Ltd,2,268,0
14200,14200,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,2.0,Funded Startup,1,33,0
14201,14201,city_71,0.884,Male,Has relevent experience,Part time course,Graduate,STEM,5,4.0,Public Sector,1,7,0
14202,14202,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,8.0,Pvt Ltd,1,99,1
14203,14203,city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,7,7.0,Other,1,45,1
14204,14204,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,2.0,Pvt Ltd,1,76,0
14205,14205,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,30,6.0,Pvt Ltd,>4,17,0
14206,14206,city_16,0.91,Male,No relevent experience,Full time course,Masters,STEM,4,,Other,1,33,0
14207,14207,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,8,6.0,Pvt Ltd,1,56,0
14208,14208,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,2,5.0,Other,1,7,0
14209,14209,city_21,0.624,Other,No relevent experience,Full time course,Masters,STEM,1,,Other,never,27,1
14210,14210,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,5.0,Pvt Ltd,1,53,0
14211,14211,city_11,0.55,Male,Has relevent experience,Part time course,Graduate,STEM,4,2.0,Pvt Ltd,1,97,0
14212,14212,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Other,6,6.0,Other,1,11,0
14213,14213,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,3.0,Pvt Ltd,1,10,1
14214,14214,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1.0,Pvt Ltd,4,141,0
14215,14215,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,0,,Pvt Ltd,1,6,0
14216,14216,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,7.0,Other,1,87,1
14217,14217,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,2,54,1
14218,14218,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,3.0,Pvt Ltd,2,68,0
14219,14219,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,4,3.0,Pvt Ltd,never,23,0
14220,14220,city_114,0.926,Other,No relevent experience,no_enrollment,Phd,STEM,14,1.0,Pvt Ltd,>4,52,1
14221,14221,city_103,0.92,Female,Has relevent experience,no_enrollment,Phd,STEM,30,8.0,Public Sector,4,31,0
14222,14222,city_73,0.754,Other,No relevent experience,no_enrollment,Graduate,Other,14,,Other,1,63,1
14223,14223,city_114,0.926,Other,Has relevent experience,Full time course,UH,,8,4.0,Other,1,35,0
14224,14224,city_162,0.767,Male,Has relevent experience,Full time course,Graduate,STEM,15,,Other,1,174,0
14225,14225,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,6.0,Pvt Ltd,4,42,0
14226,14226,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,2.0,Early Stage Startup,1,47,1
14227,14227,city_21,0.624,Other,No relevent experience,Full time course,Graduate,STEM,0,,Other,never,80,0
14228,14228,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,30,3.0,Pvt Ltd,>4,123,0
14229,14229,city_136,0.897,Male,No relevent experience,Full time course,Masters,STEM,5,,Other,1,46,0
14230,14230,city_143,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,3.0,Pvt Ltd,1,58,1
14231,14231,city_21,0.624,Other,No relevent experience,Full time course,UH,,0,,Other,never,44,1
14232,14232,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,4.0,Other,never,46,0
14233,14233,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,4.0,Pvt Ltd,2,24,1
14234,14234,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Business Degree,19,3.0,Pvt Ltd,3,63,0
14235,14235,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,,Other,1,55,1
14236,14236,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,5.0,Pvt Ltd,2,6,0
14237,14237,city_16,0.91,Other,No relevent experience,Full time course,Graduate,STEM,2,3.0,Other,2,66,0
14238,14238,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,1,182,1
14239,14239,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,2,3.0,Pvt Ltd,1,35,1
14240,14240,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,16,,Other,2,138,0
14241,14241,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,3.0,Pvt Ltd,1,24,1
14242,14242,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,3.0,Pvt Ltd,>4,55,0
14243,14243,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,3.0,Other,2,45,0
14244,14244,city_158,0.7659999999999999,Other,Has relevent experience,Part time course,Graduate,STEM,11,4.0,Pvt Ltd,2,210,0
14245,14245,city_116,0.743,Male,No relevent experience,no_enrollment,Masters,STEM,2,4.0,Other,1,4,0
14246,14246,city_103,0.92,Female,No relevent experience,no_enrollment,UH,,0,,Other,never,48,0
14247,14247,city_165,0.903,Other,Has relevent experience,Full time course,Graduate,STEM,10,5.0,Pvt Ltd,3,4,0
14248,14248,city_123,0.738,Other,Has relevent experience,no_enrollment,Graduate,STEM,30,4.0,Funded Startup,4,54,0
14249,14249,city_71,0.884,Male,Has relevent experience,Full time course,Masters,STEM,7,5.0,Other,1,23,0
14250,14250,city_74,0.579,Male,No relevent experience,Full time course,Graduate,STEM,3,,Other,never,68,0
14251,14251,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,6,,Other,never,63,0
14252,14252,city_23,0.899,Female,Has relevent experience,no_enrollment,Graduate,Humanities,30,7.0,NGO,>4,34,0
14253,14253,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,12,8.0,Pvt Ltd,1,184,1
14254,14254,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,5.0,Public Sector,1,55,0
14255,14255,city_21,0.624,Other,Has relevent experience,Full time course,Graduate,STEM,1,3.0,NGO,never,5,1
14256,14256,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,2,44,0
14257,14257,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,2.0,Pvt Ltd,>4,73,0
14258,14258,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5.0,Other,1,90,0
14259,14259,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,3.0,Other,>4,214,0
14260,14260,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,3.0,Pvt Ltd,2,124,0
14261,14261,city_103,0.92,Other,No relevent experience,Full time course,Graduate,STEM,9,,Other,>4,18,0
